,drug,HC03_VC195,HC03_VC194,HC03_VC193,HC03_VC192,HC03_VC191,HC03_VC190,HC03_VC189,HC03_VC188,HC03_VC187,HC03_VC186,HC03_VC185,HC03_VC181,HC03_VC180,HC03_VC179
84,high,HC03_VC195_2,HC03_VC194_1,HC03_VC193_2,HC03_VC192_2,HC03_VC191_2,HC03_VC190_1,HC03_VC189_2,HC03_VC188_1,HC03_VC187_2,HC03_VC186_2,HC03_VC185_1,HC03_VC181_2,HC03_VC180_1,HC03_VC179_2
85,high,HC03_VC195_4,HC03_VC194_4,HC03_VC193_3,HC03_VC192_4,HC03_VC191_3,HC03_VC190_3,HC03_VC189_3,HC03_VC188_2,HC03_VC187_3,HC03_VC186_2,HC03_VC185_2,HC03_VC181_1,HC03_VC180_1,HC03_VC179_2
86,high,HC03_VC195_3,HC03_VC194_4,HC03_VC193_1,HC03_VC192_1,HC03_VC191_1,HC03_VC190_2,HC03_VC189_1,HC03_VC188_2,HC03_VC187_3,HC03_VC186_1,HC03_VC185_4,HC03_VC181_2,HC03_VC180_2,HC03_VC179_3
87,high,HC03_VC195_1,HC03_VC194_1,HC03_VC193_3,HC03_VC192_3,HC03_VC191_1,HC03_VC190_1,HC03_VC189_2,HC03_VC188_1,HC03_VC187_2,HC03_VC186_1,HC03_VC185_1,HC03_VC181_1,HC03_VC180_1,HC03_VC179_2
88,high,HC03_VC195_4,HC03_VC194_4,HC03_VC193_3,HC03_VC192_3,HC03_VC191_1,HC03_VC190_3,HC03_VC189_1,HC03_VC188_2,HC03_VC187_2,HC03_VC186_1,HC03_VC185_2,HC03_VC181_2,HC03_VC180_3,HC03_VC179_2
89,high,HC03_VC195_1,HC03_VC194_1,HC03_VC193_2,HC03_VC192_2,HC03_VC191_2,HC03_VC190_3,HC03_VC189_2,HC03_VC188_2,HC03_VC187_1,HC03_VC186_2,HC03_VC185_1,HC03_VC181_1,HC03_VC180_2,HC03_VC179_2
90,high,HC03_VC195_3,HC03_VC194_3,HC03_VC193_3,HC03_VC192_4,HC03_VC191_4,HC03_VC190_1,HC03_VC189_2,HC03_VC188_3,HC03_VC187_3,HC03_VC186_1,HC03_VC185_4,HC03_VC181_2,HC03_VC180_3,HC03_VC179_3
91,high,HC03_VC195_1,HC03_VC194_2,HC03_VC193_1,HC03_VC192_2,HC03_VC191_3,HC03_VC190_3,HC03_VC189_2,HC03_VC188_2,HC03_VC187_3,HC03_VC186_1,HC03_VC185_3,HC03_VC181_2,HC03_VC180_2,HC03_VC179_3
92,high,HC03_VC195_2,HC03_VC194_2,HC03_VC193_4,HC03_VC192_2,HC03_VC191_3,HC03_VC190_3,HC03_VC189_3,HC03_VC188_2,HC03_VC187_2,HC03_VC186_3,HC03_VC185_1,HC03_VC181_2,HC03_VC180_2,HC03_VC179_2
93,high,HC03_VC195_4,HC03_VC194_3,HC03_VC193_4,HC03_VC192_2,HC03_VC191_1,HC03_VC190_3,HC03_VC189_3,HC03_VC188_2,HC03_VC187_2,HC03_VC186_1,HC03_VC185_2,HC03_VC181_1,HC03_VC180_1,HC03_VC179_2
94,high,HC03_VC195_3,HC03_VC194_3,HC03_VC193_3,HC03_VC192_3,HC03_VC191_1,HC03_VC190_4,HC03_VC189_3,HC03_VC188_2,HC03_VC187_2,HC03_VC186_2,HC03_VC185_3,HC03_VC181_2,HC03_VC180_2,HC03_VC179_3
95,high,HC03_VC195_1,HC03_VC194_1,HC03_VC193_2,HC03_VC192_3,HC03_VC191_2,HC03_VC190_1,HC03_VC189_1,HC03_VC188_3,HC03_VC187_2,HC03_VC186_3,HC03_VC185_2,HC03_VC181_2,HC03_VC180_2,HC03_VC179_1
96,high,HC03_VC195_1,HC03_VC194_2,HC03_VC193_1,HC03_VC192_2,HC03_VC191_2,HC03_VC190_2,HC03_VC189_3,HC03_VC188_2,HC03_VC187_2,HC03_VC186_2,HC03_VC185_1,HC03_VC181_2,HC03_VC180_2,HC03_VC179_2
97,high,HC03_VC195_1,HC03_VC194_3,HC03_VC193_2,HC03_VC192_1,HC03_VC191_2,HC03_VC190_4,HC03_VC189_3,HC03_VC188_3,HC03_VC187_3,HC03_VC186_1,HC03_VC185_4,HC03_VC181_2,HC03_VC180_3,HC03_VC179_2
98,high,HC03_VC195_1,HC03_VC194_3,HC03_VC193_1,HC03_VC192_3,HC03_VC191_3,HC03_VC190_3,HC03_VC189_1,HC03_VC188_2,HC03_VC187_1,HC03_VC186_2,HC03_VC185_1,HC03_VC181_1,HC03_VC180_1,HC03_VC179_1
99,high,HC03_VC195_3,HC03_VC194_3,HC03_VC193_1,HC03_VC192_1,HC03_VC191_2,HC03_VC190_3,HC03_VC189_1,HC03_VC188_1,HC03_VC187_2,HC03_VC186_3,HC03_VC185_3,HC03_VC181_1,HC03_VC180_1,HC03_VC179_2
100,high,HC03_VC195_2,HC03_VC194_1,HC03_VC193_1,HC03_VC192_1,HC03_VC191_4,HC03_VC190_2,HC03_VC189_2,HC03_VC188_1,HC03_VC187_2,HC03_VC186_4,HC03_VC185_2,HC03_VC181_1,HC03_VC180_2,HC03_VC179_2
101,mid,HC03_VC195_4,HC03_VC194_4,HC03_VC193_3,HC03_VC192_3,HC03_VC191_1,HC03_VC190_4,HC03_VC189_3,HC03_VC188_3,HC03_VC187_3,HC03_VC186_1,HC03_VC185_3,HC03_VC181_2,HC03_VC180_2,HC03_VC179_3
102,mid,HC03_VC195_4,HC03_VC194_4,HC03_VC193_3,HC03_VC192_4,HC03_VC191_3,HC03_VC190_4,HC03_VC189_3,HC03_VC188_2,HC03_VC187_3,HC03_VC186_1,HC03_VC185_2,HC03_VC181_2,HC03_VC180_3,HC03_VC179_2
103,mid,HC03_VC195_1,HC03_VC194_1,HC03_VC193_2,HC03_VC192_1,HC03_VC191_2,HC03_VC190_1,HC03_VC189_1,HC03_VC188_2,HC03_VC187_2,HC03_VC186_3,HC03_VC185_1,HC03_VC181_2,HC03_VC180_2,HC03_VC179_1
104,mid,HC03_VC195_2,HC03_VC194_1,HC03_VC193_3,HC03_VC192_1,HC03_VC191_1,HC03_VC190_2,HC03_VC189_2,HC03_VC188_2,HC03_VC187_2,HC03_VC186_2,HC03_VC185_2,HC03_VC181_2,HC03_VC180_2,HC03_VC179_2
105,mid,HC03_VC195_2,HC03_VC194_1,HC03_VC193_1,HC03_VC192_2,HC03_VC191_2,HC03_VC190_1,HC03_VC189_1,HC03_VC188_2,HC03_VC187_2,HC03_VC186_4,HC03_VC185_2,HC03_VC181_2,HC03_VC180_2,HC03_VC179_2
106,mid,HC03_VC195_1,HC03_VC194_3,HC03_VC193_1,HC03_VC192_1,HC03_VC191_1,HC03_VC190_2,HC03_VC189_1,HC03_VC188_2,HC03_VC187_2,HC03_VC186_3,HC03_VC185_4,HC03_VC181_2,HC03_VC180_1,HC03_VC179_2
107,mid,HC03_VC195_4,HC03_VC194_4,HC03_VC193_3,HC03_VC192_4,HC03_VC191_1,HC03_VC190_4,HC03_VC189_3,HC03_VC188_3,HC03_VC187_3,HC03_VC186_1,HC03_VC185_3,HC03_VC181_2,HC03_VC180_3,HC03_VC179_3
108,mid,HC03_VC195_1,HC03_VC194_2,HC03_VC193_3,HC03_VC192_3,HC03_VC191_3,HC03_VC190_2,HC03_VC189_3,HC03_VC188_1,HC03_VC187_1,HC03_VC186_1,HC03_VC185_1,HC03_VC181_1,HC03_VC180_2,HC03_VC179_2
109,mid,HC03_VC195_1,HC03_VC194_4,HC03_VC193_3,HC03_VC192_3,HC03_VC191_4,HC03_VC190_4,HC03_VC189_2,HC03_VC188_2,HC03_VC187_2,HC03_VC186_1,HC03_VC185_3,HC03_VC181_2,HC03_VC180_3,HC03_VC179_2
110,mid,HC03_VC195_4,HC03_VC194_2,HC03_VC193_2,HC03_VC192_4,HC03_VC191_1,HC03_VC190_1,HC03_VC189_3,HC03_VC188_3,HC03_VC187_3,HC03_VC186_1,HC03_VC185_3,HC03_VC181_2,HC03_VC180_3,HC03_VC179_3
111,mid,HC03_VC195_1,HC03_VC194_1,HC03_VC193_3,HC03_VC192_2,HC03_VC191_2,HC03_VC190_2,HC03_VC189_2,HC03_VC188_1,HC03_VC187_1,HC03_VC186_4,HC03_VC185_1,HC03_VC181_2,HC03_VC180_2,HC03_VC179_2
112,mid,HC03_VC195_4,HC03_VC194_4,HC03_VC193_4,HC03_VC192_4,HC03_VC191_1,HC03_VC190_4,HC03_VC189_3,HC03_VC188_3,HC03_VC187_3,HC03_VC186_2,HC03_VC185_4,HC03_VC181_2,HC03_VC180_3,HC03_VC179_3
113,mid,HC03_VC195_1,HC03_VC194_1,HC03_VC193_1,HC03_VC192_2,HC03_VC191_2,HC03_VC190_2,HC03_VC189_1,HC03_VC188_1,HC03_VC187_1,HC03_VC186_4,HC03_VC185_1,HC03_VC181_1,HC03_VC180_1,HC03_VC179_1
114,mid,HC03_VC195_4,HC03_VC194_2,HC03_VC193_3,HC03_VC192_1,HC03_VC191_3,HC03_VC190_3,HC03_VC189_3,HC03_VC188_3,HC03_VC187_3,HC03_VC186_1,HC03_VC185_4,HC03_VC181_2,HC03_VC180_3,HC03_VC179_3
115,mid,HC03_VC195_2,HC03_VC194_3,HC03_VC193_2,HC03_VC192_1,HC03_VC191_2,HC03_VC190_3,HC03_VC189_1,HC03_VC188_2,HC03_VC187_2,HC03_VC186_2,HC03_VC185_1,HC03_VC181_1,HC03_VC180_2,HC03_VC179_1
116,mid,HC03_VC195_1,HC03_VC194_1,HC03_VC193_1,HC03_VC192_1,HC03_VC191_2,HC03_VC190_1,HC03_VC189_2,HC03_VC188_1,HC03_VC187_1,HC03_VC186_4,HC03_VC185_1,HC03_VC181_1,HC03_VC180_1,HC03_VC179_1
117,mid,HC03_VC195_3,HC03_VC194_1,HC03_VC193_2,HC03_VC192_1,HC03_VC191_2,HC03_VC190_1,HC03_VC189_1,HC03_VC188_3,HC03_VC187_1,HC03_VC186_2,HC03_VC185_2,HC03_VC181_2,HC03_VC180_2,HC03_VC179_1
118,mid,HC03_VC195_2,HC03_VC194_4,HC03_VC193_4,HC03_VC192_4,HC03_VC191_3,HC03_VC190_4,HC03_VC189_2,HC03_VC188_3,HC03_VC187_3,HC03_VC186_1,HC03_VC185_3,HC03_VC181_2,HC03_VC180_2,HC03_VC179_1
119,mid,HC03_VC195_1,HC03_VC194_3,HC03_VC193_3,HC03_VC192_2,HC03_VC191_2,HC03_VC190_1,HC03_VC189_2,HC03_VC188_2,HC03_VC187_3,HC03_VC186_2,HC03_VC185_3,HC03_VC181_2,HC03_VC180_3,HC03_VC179_3
120,mid,HC03_VC195_4,HC03_VC194_4,HC03_VC193_3,HC03_VC192_4,HC03_VC191_4,HC03_VC190_4,HC03_VC189_3,HC03_VC188_3,HC03_VC187_3,HC03_VC186_1,HC03_VC185_4,HC03_VC181_2,HC03_VC180_3,HC03_VC179_3
121,mid,HC03_VC195_2,HC03_VC194_2,HC03_VC193_3,HC03_VC192_3,HC03_VC191_3,HC03_VC190_3,HC03_VC189_2,HC03_VC188_3,HC03_VC187_3,HC03_VC186_2,HC03_VC185_2,HC03_VC181_2,HC03_VC180_3,HC03_VC179_3
122,mid,HC03_VC195_4,HC03_VC194_4,HC03_VC193_3,HC03_VC192_4,HC03_VC191_3,HC03_VC190_3,HC03_VC189_2,HC03_VC188_3,HC03_VC187_3,HC03_VC186_1,HC03_VC185_2,HC03_VC181_2,HC03_VC180_3,HC03_VC179_1
123,mid,HC03_VC195_1,HC03_VC194_2,HC03_VC193_1,HC03_VC192_1,HC03_VC191_3,HC03_VC190_3,HC03_VC189_1,HC03_VC188_1,HC03_VC187_1,HC03_VC186_4,HC03_VC185_1,HC03_VC181_1,HC03_VC180_1,HC03_VC179_1
124,mid,HC03_VC195_1,HC03_VC194_2,HC03_VC193_3,HC03_VC192_3,HC03_VC191_2,HC03_VC190_3,HC03_VC189_3,HC03_VC188_2,HC03_VC187_1,HC03_VC186_3,HC03_VC185_1,HC03_VC181_1,HC03_VC180_2,HC03_VC179_2
125,mid,HC03_VC195_2,HC03_VC194_3,HC03_VC193_3,HC03_VC192_3,HC03_VC191_1,HC03_VC190_2,HC03_VC189_1,HC03_VC188_2,HC03_VC187_1,HC03_VC186_2,HC03_VC185_1,HC03_VC181_1,HC03_VC180_1,HC03_VC179_2
126,mid,HC03_VC195_4,HC03_VC194_4,HC03_VC193_1,HC03_VC192_3,HC03_VC191_1,HC03_VC190_1,HC03_VC189_1,HC03_VC188_3,HC03_VC187_3,HC03_VC186_2,HC03_VC185_3,HC03_VC181_2,HC03_VC180_3,HC03_VC179_3
127,mid,HC03_VC195_1,HC03_VC194_4,HC03_VC193_1,HC03_VC192_2,HC03_VC191_1,HC03_VC190_4,HC03_VC189_1,HC03_VC188_1,HC03_VC187_1,HC03_VC186_4,HC03_VC185_1,HC03_VC181_1,HC03_VC180_1,HC03_VC179_1
128,mid,HC03_VC195_2,HC03_VC194_1,HC03_VC193_1,HC03_VC192_2,HC03_VC191_2,HC03_VC190_2,HC03_VC189_2,HC03_VC188_2,HC03_VC187_1,HC03_VC186_1,HC03_VC185_1,HC03_VC181_2,HC03_VC180_2,HC03_VC179_2
129,mid,HC03_VC195_4,HC03_VC194_1,HC03_VC193_3,HC03_VC192_2,HC03_VC191_1,HC03_VC190_1,HC03_VC189_3,HC03_VC188_2,HC03_VC187_3,HC03_VC186_2,HC03_VC185_2,HC03_VC181_2,HC03_VC180_3,HC03_VC179_3
130,mid,HC03_VC195_4,HC03_VC194_2,HC03_VC193_3,HC03_VC192_3,HC03_VC191_3,HC03_VC190_3,HC03_VC189_2,HC03_VC188_3,HC03_VC187_3,HC03_VC186_1,HC03_VC185_2,HC03_VC181_2,HC03_VC180_2,HC03_VC179_2
131,mid,HC03_VC195_4,HC03_VC194_4,HC03_VC193_3,HC03_VC192_2,HC03_VC191_1,HC03_VC190_4,HC03_VC189_2,HC03_VC188_3,HC03_VC187_2,HC03_VC186_2,HC03_VC185_3,HC03_VC181_2,HC03_VC180_2,HC03_VC179_3
132,mid,HC03_VC195_3,HC03_VC194_4,HC03_VC193_3,HC03_VC192_4,HC03_VC191_3,HC03_VC190_4,HC03_VC189_3,HC03_VC188_3,HC03_VC187_2,HC03_VC186_1,HC03_VC185_1,HC03_VC181_2,HC03_VC180_3,HC03_VC179_2
133,mid,HC03_VC195_2,HC03_VC194_3,HC03_VC193_1,HC03_VC192_2,HC03_VC191_1,HC03_VC190_2,HC03_VC189_1,HC03_VC188_2,HC03_VC187_2,HC03_VC186_2,HC03_VC185_1,HC03_VC181_1,HC03_VC180_1,HC03_VC179_1
134,mid,HC03_VC195_1,HC03_VC194_1,HC03_VC193_2,HC03_VC192_1,HC03_VC191_3,HC03_VC190_1,HC03_VC189_2,HC03_VC188_1,HC03_VC187_2,HC03_VC186_3,HC03_VC185_1,HC03_VC181_2,HC03_VC180_2,HC03_VC179_2
135,mid,HC03_VC195_1,HC03_VC194_4,HC03_VC193_4,HC03_VC192_4,HC03_VC191_4,HC03_VC190_2,HC03_VC189_1,HC03_VC188_3,HC03_VC187_2,HC03_VC186_1,HC03_VC185_4,HC03_VC181_1,HC03_VC180_1,HC03_VC179_1
136,mid,HC03_VC195_2,HC03_VC194_2,HC03_VC193_1,HC03_VC192_1,HC03_VC191_1,HC03_VC190_2,HC03_VC189_2,HC03_VC188_2,HC03_VC187_1,HC03_VC186_3,HC03_VC185_2,HC03_VC181_2,HC03_VC180_2,HC03_VC179_2
137,mid,HC03_VC195_1,HC03_VC194_1,HC03_VC193_2,HC03_VC192_2,HC03_VC191_4,HC03_VC190_4,HC03_VC189_2,HC03_VC188_1,HC03_VC187_1,HC03_VC186_4,HC03_VC185_1,HC03_VC181_1,HC03_VC180_1,HC03_VC179_1
138,mid,HC03_VC195_1,HC03_VC194_1,HC03_VC193_2,HC03_VC192_1,HC03_VC191_2,HC03_VC190_1,HC03_VC189_1,HC03_VC188_1,HC03_VC187_1,HC03_VC186_3,HC03_VC185_1,HC03_VC181_2,HC03_VC180_1,HC03_VC179_1
139,mid,HC03_VC195_1,HC03_VC194_1,HC03_VC193_2,HC03_VC192_1,HC03_VC191_2,HC03_VC190_1,HC03_VC189_2,HC03_VC188_1,HC03_VC187_1,HC03_VC186_3,HC03_VC185_1,HC03_VC181_1,HC03_VC180_1,HC03_VC179_2
140,mid,HC03_VC195_3,HC03_VC194_4,HC03_VC193_1,HC03_VC192_4,HC03_VC191_3,HC03_VC190_4,HC03_VC189_3,HC03_VC188_2,HC03_VC187_2,HC03_VC186_1,HC03_VC185_3,HC03_VC181_2,HC03_VC180_2,HC03_VC179_3
141,mid,HC03_VC195_1,HC03_VC194_2,HC03_VC193_2,HC03_VC192_3,HC03_VC191_4,HC03_VC190_3,HC03_VC189_1,HC03_VC188_1,HC03_VC187_1,HC03_VC186_4,HC03_VC185_1,HC03_VC181_1,HC03_VC180_1,HC03_VC179_2
142,mid,HC03_VC195_4,HC03_VC194_4,HC03_VC193_4,HC03_VC192_3,HC03_VC191_1,HC03_VC190_4,HC03_VC189_3,HC03_VC188_2,HC03_VC187_3,HC03_VC186_2,HC03_VC185_4,HC03_VC181_2,HC03_VC180_3,HC03_VC179_3
143,mid,HC03_VC195_1,HC03_VC194_3,HC03_VC193_1,HC03_VC192_1,HC03_VC191_1,HC03_VC190_3,HC03_VC189_1,HC03_VC188_1,HC03_VC187_1,HC03_VC186_3,HC03_VC185_4,HC03_VC181_1,HC03_VC180_2,HC03_VC179_3
144,mid,HC03_VC195_4,HC03_VC194_4,HC03_VC193_4,HC03_VC192_4,HC03_VC191_3,HC03_VC190_4,HC03_VC189_3,HC03_VC188_1,HC03_VC187_2,HC03_VC186_1,HC03_VC185_4,HC03_VC181_2,HC03_VC180_3,HC03_VC179_2
145,mid,HC03_VC195_3,HC03_VC194_4,HC03_VC193_3,HC03_VC192_3,HC03_VC191_4,HC03_VC190_4,HC03_VC189_3,HC03_VC188_2,HC03_VC187_2,HC03_VC186_1,HC03_VC185_3,HC03_VC181_1,HC03_VC180_1,HC03_VC179_3
146,mid,HC03_VC195_1,HC03_VC194_1,HC03_VC193_3,HC03_VC192_1,HC03_VC191_3,HC03_VC190_2,HC03_VC189_2,HC03_VC188_2,HC03_VC187_3,HC03_VC186_2,HC03_VC185_2,HC03_VC181_2,HC03_VC180_3,HC03_VC179_2
147,mid,HC03_VC195_1,HC03_VC194_3,HC03_VC193_1,HC03_VC192_1,HC03_VC191_2,HC03_VC190_2,HC03_VC189_1,HC03_VC188_1,HC03_VC187_1,HC03_VC186_3,HC03_VC185_1,HC03_VC181_1,HC03_VC180_1,HC03_VC179_1
148,mid,HC03_VC195_2,HC03_VC194_2,HC03_VC193_1,HC03_VC192_2,HC03_VC191_4,HC03_VC190_1,HC03_VC189_2,HC03_VC188_2,HC03_VC187_1,HC03_VC186_1,HC03_VC185_1,HC03_VC181_2,HC03_VC180_1,HC03_VC179_1
149,mid,HC03_VC195_4,HC03_VC194_4,HC03_VC193_4,HC03_VC192_4,HC03_VC191_1,HC03_VC190_4,HC03_VC189_3,HC03_VC188_3,HC03_VC187_3,HC03_VC186_2,HC03_VC185_4,HC03_VC181_2,HC03_VC180_3,HC03_VC179_2
150,mid,HC03_VC195_1,HC03_VC194_3,HC03_VC193_3,HC03_VC192_2,HC03_VC191_3,HC03_VC190_2,HC03_VC189_3,HC03_VC188_3,HC03_VC187_3,HC03_VC186_1,HC03_VC185_4,HC03_VC181_1,HC03_VC180_2,HC03_VC179_3
151,mid,HC03_VC195_1,HC03_VC194_3,HC03_VC193_1,HC03_VC192_1,HC03_VC191_1,HC03_VC190_3,HC03_VC189_2,HC03_VC188_1,HC03_VC187_1,HC03_VC186_2,HC03_VC185_1,HC03_VC181_1,HC03_VC180_2,HC03_VC179_1
152,mid,HC03_VC195_2,HC03_VC194_2,HC03_VC193_1,HC03_VC192_2,HC03_VC191_2,HC03_VC190_1,HC03_VC189_2,HC03_VC188_3,HC03_VC187_2,HC03_VC186_1,HC03_VC185_1,HC03_VC181_2,HC03_VC180_3,HC03_VC179_2
153,mid,HC03_VC195_4,HC03_VC194_4,HC03_VC193_3,HC03_VC192_3,HC03_VC191_4,HC03_VC190_4,HC03_VC189_3,HC03_VC188_3,HC03_VC187_3,HC03_VC186_1,HC03_VC185_4,HC03_VC181_2,HC03_VC180_3,HC03_VC179_2
154,mid,HC03_VC195_2,HC03_VC194_3,HC03_VC193_3,HC03_VC192_3,HC03_VC191_3,HC03_VC190_3,HC03_VC189_3,HC03_VC188_3,HC03_VC187_2,HC03_VC186_1,HC03_VC185_1,HC03_VC181_1,HC03_VC180_2,HC03_VC179_1
155,mid,HC03_VC195_1,HC03_VC194_2,HC03_VC193_1,HC03_VC192_1,HC03_VC191_2,HC03_VC190_3,HC03_VC189_1,HC03_VC188_1,HC03_VC187_1,HC03_VC186_3,HC03_VC185_1,HC03_VC181_1,HC03_VC180_1,HC03_VC179_1
156,mid,HC03_VC195_1,HC03_VC194_2,HC03_VC193_1,HC03_VC192_2,HC03_VC191_1,HC03_VC190_3,HC03_VC189_1,HC03_VC188_2,HC03_VC187_1,HC03_VC186_2,HC03_VC185_1,HC03_VC181_1,HC03_VC180_1,HC03_VC179_1
157,mid,HC03_VC195_1,HC03_VC194_1,HC03_VC193_1,HC03_VC192_1,HC03_VC191_4,HC03_VC190_1,HC03_VC189_3,HC03_VC188_3,HC03_VC187_2,HC03_VC186_3,HC03_VC185_2,HC03_VC181_1,HC03_VC180_1,HC03_VC179_1
158,mid,HC03_VC195_3,HC03_VC194_2,HC03_VC193_4,HC03_VC192_3,HC03_VC191_3,HC03_VC190_4,HC03_VC189_3,HC03_VC188_1,HC03_VC187_2,HC03_VC186_1,HC03_VC185_3,HC03_VC181_2,HC03_VC180_3,HC03_VC179_1
159,mid,HC03_VC195_3,HC03_VC194_1,HC03_VC193_3,HC03_VC192_3,HC03_VC191_4,HC03_VC190_3,HC03_VC189_2,HC03_VC188_3,HC03_VC187_2,HC03_VC186_2,HC03_VC185_3,HC03_VC181_1,HC03_VC180_2,HC03_VC179_2
160,mid,HC03_VC195_1,HC03_VC194_2,HC03_VC193_1,HC03_VC192_1,HC03_VC191_1,HC03_VC190_1,HC03_VC189_1,HC03_VC188_1,HC03_VC187_2,HC03_VC186_4,HC03_VC185_2,HC03_VC181_2,HC03_VC180_3,HC03_VC179_2
161,mid,HC03_VC195_4,HC03_VC194_3,HC03_VC193_4,HC03_VC192_3,HC03_VC191_4,HC03_VC190_4,HC03_VC189_3,HC03_VC188_2,HC03_VC187_2,HC03_VC186_1,HC03_VC185_4,HC03_VC181_2,HC03_VC180_3,HC03_VC179_3
162,mid,HC03_VC195_3,HC03_VC194_4,HC03_VC193_4,HC03_VC192_4,HC03_VC191_3,HC03_VC190_4,HC03_VC189_3,HC03_VC188_3,HC03_VC187_3,HC03_VC186_1,HC03_VC185_2,HC03_VC181_2,HC03_VC180_3,HC03_VC179_2
163,mid,HC03_VC195_2,HC03_VC194_2,HC03_VC193_2,HC03_VC192_1,HC03_VC191_3,HC03_VC190_3,HC03_VC189_2,HC03_VC188_2,HC03_VC187_1,HC03_VC186_2,HC03_VC185_1,HC03_VC181_1,HC03_VC180_1,HC03_VC179_1
164,mid,HC03_VC195_3,HC03_VC194_3,HC03_VC193_1,HC03_VC192_4,HC03_VC191_2,HC03_VC190_4,HC03_VC189_3,HC03_VC188_3,HC03_VC187_3,HC03_VC186_1,HC03_VC185_3,HC03_VC181_2,HC03_VC180_3,HC03_VC179_2
165,mid,HC03_VC195_3,HC03_VC194_3,HC03_VC193_3,HC03_VC192_3,HC03_VC191_1,HC03_VC190_3,HC03_VC189_3,HC03_VC188_3,HC03_VC187_1,HC03_VC186_1,HC03_VC185_2,HC03_VC181_2,HC03_VC180_3,HC03_VC179_2
166,mid,HC03_VC195_1,HC03_VC194_2,HC03_VC193_1,HC03_VC192_2,HC03_VC191_1,HC03_VC190_1,HC03_VC189_1,HC03_VC188_1,HC03_VC187_1,HC03_VC186_2,HC03_VC185_1,HC03_VC181_1,HC03_VC180_2,HC03_VC179_1
167,mid,HC03_VC195_1,HC03_VC194_1,HC03_VC193_1,HC03_VC192_3,HC03_VC191_4,HC03_VC190_1,HC03_VC189_2,HC03_VC188_1,HC03_VC187_2,HC03_VC186_4,HC03_VC185_1,HC03_VC181_1,HC03_VC180_2,HC03_VC179_1
168,mid,HC03_VC195_4,HC03_VC194_4,HC03_VC193_3,HC03_VC192_4,HC03_VC191_2,HC03_VC190_4,HC03_VC189_3,HC03_VC188_3,HC03_VC187_2,HC03_VC186_2,HC03_VC185_2,HC03_VC181_2,HC03_VC180_2,HC03_VC179_2
