,drug,HC03_VC195,HC03_VC194,HC03_VC193,HC03_VC192,HC03_VC191,HC03_VC190,HC03_VC189,HC03_VC188,HC03_VC187,HC03_VC186,HC03_VC185,HC03_VC181,HC03_VC180,HC03_VC179
169,mid,HC03_VC195_3,HC03_VC194_2,HC03_VC193_4,HC03_VC192_3,HC03_VC191_2,HC03_VC190_2,HC03_VC189_3,HC03_VC188_2,HC03_VC187_3,HC03_VC186_1,HC03_VC185_2,HC03_VC181_2,HC03_VC180_3,HC03_VC179_2
170,mid,HC03_VC195_3,HC03_VC194_1,HC03_VC193_1,HC03_VC192_1,HC03_VC191_1,HC03_VC190_1,HC03_VC189_2,HC03_VC188_1,HC03_VC187_2,HC03_VC186_2,HC03_VC185_3,HC03_VC181_1,HC03_VC180_2,HC03_VC179_2
171,mid,HC03_VC195_4,HC03_VC194_3,HC03_VC193_4,HC03_VC192_4,HC03_VC191_1,HC03_VC190_1,HC03_VC189_3,HC03_VC188_2,HC03_VC187_1,HC03_VC186_2,HC03_VC185_3,HC03_VC181_1,HC03_VC180_2,HC03_VC179_3
172,mid,HC03_VC195_3,HC03_VC194_4,HC03_VC193_4,HC03_VC192_4,HC03_VC191_4,HC03_VC190_4,HC03_VC189_2,HC03_VC188_2,HC03_VC187_2,HC03_VC186_3,HC03_VC185_4,HC03_VC181_2,HC03_VC180_1,HC03_VC179_1
173,mid,HC03_VC195_3,HC03_VC194_3,HC03_VC193_1,HC03_VC192_1,HC03_VC191_1,HC03_VC190_3,HC03_VC189_2,HC03_VC188_1,HC03_VC187_2,HC03_VC186_2,HC03_VC185_2,HC03_VC181_2,HC03_VC180_2,HC03_VC179_2
174,mid,HC03_VC195_2,HC03_VC194_1,HC03_VC193_1,HC03_VC192_1,HC03_VC191_2,HC03_VC190_1,HC03_VC189_1,HC03_VC188_1,HC03_VC187_2,HC03_VC186_3,HC03_VC185_2,HC03_VC181_2,HC03_VC180_2,HC03_VC179_2
175,mid,HC03_VC195_1,HC03_VC194_4,HC03_VC193_4,HC03_VC192_4,HC03_VC191_3,HC03_VC190_4,HC03_VC189_3,HC03_VC188_3,HC03_VC187_3,HC03_VC186_1,HC03_VC185_4,HC03_VC181_2,HC03_VC180_3,HC03_VC179_2
176,mid,HC03_VC195_2,HC03_VC194_2,HC03_VC193_2,HC03_VC192_3,HC03_VC191_1,HC03_VC190_1,HC03_VC189_2,HC03_VC188_2,HC03_VC187_1,HC03_VC186_2,HC03_VC185_1,HC03_VC181_1,HC03_VC180_1,HC03_VC179_2
177,mid,HC03_VC195_1,HC03_VC194_2,HC03_VC193_2,HC03_VC192_2,HC03_VC191_3,HC03_VC190_3,HC03_VC189_2,HC03_VC188_1,HC03_VC187_1,HC03_VC186_3,HC03_VC185_1,HC03_VC181_1,HC03_VC180_1,HC03_VC179_1
178,mid,HC03_VC195_1,HC03_VC194_2,HC03_VC193_1,HC03_VC192_1,HC03_VC191_1,HC03_VC190_1,HC03_VC189_1,HC03_VC188_2,HC03_VC187_1,HC03_VC186_3,HC03_VC185_1,HC03_VC181_1,HC03_VC180_1,HC03_VC179_1
179,mid,HC03_VC195_2,HC03_VC194_4,HC03_VC193_1,HC03_VC192_1,HC03_VC191_1,HC03_VC190_3,HC03_VC189_2,HC03_VC188_2,HC03_VC187_2,HC03_VC186_4,HC03_VC185_4,HC03_VC181_2,HC03_VC180_3,HC03_VC179_3
180,mid,HC03_VC195_1,HC03_VC194_3,HC03_VC193_1,HC03_VC192_2,HC03_VC191_1,HC03_VC190_3,HC03_VC189_1,HC03_VC188_1,HC03_VC187_1,HC03_VC186_3,HC03_VC185_1,HC03_VC181_1,HC03_VC180_1,HC03_VC179_1
181,mid,HC03_VC195_4,HC03_VC194_2,HC03_VC193_3,HC03_VC192_2,HC03_VC191_2,HC03_VC190_2,HC03_VC189_3,HC03_VC188_2,HC03_VC187_3,HC03_VC186_2,HC03_VC185_2,HC03_VC181_2,HC03_VC180_3,HC03_VC179_2
182,mid,HC03_VC195_1,HC03_VC194_2,HC03_VC193_3,HC03_VC192_4,HC03_VC191_2,HC03_VC190_3,HC03_VC189_3,HC03_VC188_2,HC03_VC187_2,HC03_VC186_2,HC03_VC185_4,HC03_VC181_2,HC03_VC180_3,HC03_VC179_3
183,mid,HC03_VC195_4,HC03_VC194_2,HC03_VC193_2,HC03_VC192_1,HC03_VC191_4,HC03_VC190_2,HC03_VC189_3,HC03_VC188_3,HC03_VC187_2,HC03_VC186_3,HC03_VC185_4,HC03_VC181_2,HC03_VC180_2,HC03_VC179_3
184,mid,HC03_VC195_1,HC03_VC194_3,HC03_VC193_1,HC03_VC192_3,HC03_VC191_2,HC03_VC190_3,HC03_VC189_1,HC03_VC188_1,HC03_VC187_1,HC03_VC186_4,HC03_VC185_3,HC03_VC181_1,HC03_VC180_1,HC03_VC179_1
185,mid,HC03_VC195_1,HC03_VC194_1,HC03_VC193_3,HC03_VC192_1,HC03_VC191_1,HC03_VC190_1,HC03_VC189_2,HC03_VC188_1,HC03_VC187_2,HC03_VC186_3,HC03_VC185_2,HC03_VC181_2,HC03_VC180_2,HC03_VC179_1
186,mid,HC03_VC195_1,HC03_VC194_3,HC03_VC193_4,HC03_VC192_2,HC03_VC191_1,HC03_VC190_3,HC03_VC189_1,HC03_VC188_3,HC03_VC187_2,HC03_VC186_1,HC03_VC185_2,HC03_VC181_1,HC03_VC180_2,HC03_VC179_1
187,mid,HC03_VC195_1,HC03_VC194_2,HC03_VC193_3,HC03_VC192_3,HC03_VC191_3,HC03_VC190_1,HC03_VC189_3,HC03_VC188_1,HC03_VC187_1,HC03_VC186_4,HC03_VC185_1,HC03_VC181_2,HC03_VC180_2,HC03_VC179_2
188,mid,HC03_VC195_3,HC03_VC194_1,HC03_VC193_2,HC03_VC192_1,HC03_VC191_4,HC03_VC190_1,HC03_VC189_3,HC03_VC188_2,HC03_VC187_2,HC03_VC186_3,HC03_VC185_2,HC03_VC181_2,HC03_VC180_2,HC03_VC179_1
189,mid,HC03_VC195_1,HC03_VC194_1,HC03_VC193_2,HC03_VC192_1,HC03_VC191_1,HC03_VC190_1,HC03_VC189_2,HC03_VC188_2,HC03_VC187_2,HC03_VC186_3,HC03_VC185_1,HC03_VC181_2,HC03_VC180_2,HC03_VC179_2
190,mid,HC03_VC195_3,HC03_VC194_4,HC03_VC193_1,HC03_VC192_3,HC03_VC191_2,HC03_VC190_3,HC03_VC189_1,HC03_VC188_3,HC03_VC187_1,HC03_VC186_1,HC03_VC185_3,HC03_VC181_2,HC03_VC180_3,HC03_VC179_2
191,mid,HC03_VC195_1,HC03_VC194_2,HC03_VC193_1,HC03_VC192_1,HC03_VC191_1,HC03_VC190_4,HC03_VC189_1,HC03_VC188_1,HC03_VC187_2,HC03_VC186_2,HC03_VC185_3,HC03_VC181_1,HC03_VC180_1,HC03_VC179_2
192,mid,HC03_VC195_2,HC03_VC194_1,HC03_VC193_1,HC03_VC192_1,HC03_VC191_4,HC03_VC190_1,HC03_VC189_3,HC03_VC188_2,HC03_VC187_2,HC03_VC186_4,HC03_VC185_1,HC03_VC181_2,HC03_VC180_2,HC03_VC179_2
193,mid,HC03_VC195_1,HC03_VC194_1,HC03_VC193_2,HC03_VC192_1,HC03_VC191_2,HC03_VC190_2,HC03_VC189_1,HC03_VC188_1,HC03_VC187_1,HC03_VC186_2,HC03_VC185_1,HC03_VC181_1,HC03_VC180_1,HC03_VC179_1
194,mid,HC03_VC195_4,HC03_VC194_4,HC03_VC193_1,HC03_VC192_3,HC03_VC191_1,HC03_VC190_4,HC03_VC189_2,HC03_VC188_2,HC03_VC187_1,HC03_VC186_4,HC03_VC185_4,HC03_VC181_1,HC03_VC180_1,HC03_VC179_3
195,mid,HC03_VC195_1,HC03_VC194_2,HC03_VC193_1,HC03_VC192_4,HC03_VC191_4,HC03_VC190_3,HC03_VC189_2,HC03_VC188_2,HC03_VC187_1,HC03_VC186_4,HC03_VC185_1,HC03_VC181_1,HC03_VC180_1,HC03_VC179_1
196,mid,HC03_VC195_1,HC03_VC194_1,HC03_VC193_1,HC03_VC192_2,HC03_VC191_2,HC03_VC190_3,HC03_VC189_2,HC03_VC188_1,HC03_VC187_1,HC03_VC186_3,HC03_VC185_1,HC03_VC181_1,HC03_VC180_1,HC03_VC179_1
197,mid,HC03_VC195_4,HC03_VC194_4,HC03_VC193_4,HC03_VC192_4,HC03_VC191_4,HC03_VC190_2,HC03_VC189_3,HC03_VC188_3,HC03_VC187_3,HC03_VC186_1,HC03_VC185_4,HC03_VC181_2,HC03_VC180_3,HC03_VC179_3
198,mid,HC03_VC195_3,HC03_VC194_4,HC03_VC193_1,HC03_VC192_4,HC03_VC191_2,HC03_VC190_3,HC03_VC189_3,HC03_VC188_3,HC03_VC187_1,HC03_VC186_1,HC03_VC185_3,HC03_VC181_2,HC03_VC180_1,HC03_VC179_2
199,mid,HC03_VC195_3,HC03_VC194_1,HC03_VC193_4,HC03_VC192_1,HC03_VC191_4,HC03_VC190_1,HC03_VC189_3,HC03_VC188_1,HC03_VC187_2,HC03_VC186_3,HC03_VC185_3,HC03_VC181_2,HC03_VC180_3,HC03_VC179_2
200,mid,HC03_VC195_2,HC03_VC194_2,HC03_VC193_2,HC03_VC192_3,HC03_VC191_1,HC03_VC190_1,HC03_VC189_3,HC03_VC188_2,HC03_VC187_1,HC03_VC186_1,HC03_VC185_1,HC03_VC181_2,HC03_VC180_2,HC03_VC179_2
201,mid,HC03_VC195_1,HC03_VC194_1,HC03_VC193_2,HC03_VC192_3,HC03_VC191_4,HC03_VC190_1,HC03_VC189_3,HC03_VC188_2,HC03_VC187_2,HC03_VC186_3,HC03_VC185_2,HC03_VC181_2,HC03_VC180_3,HC03_VC179_2
202,mid,HC03_VC195_1,HC03_VC194_3,HC03_VC193_1,HC03_VC192_2,HC03_VC191_4,HC03_VC190_4,HC03_VC189_1,HC03_VC188_2,HC03_VC187_1,HC03_VC186_4,HC03_VC185_1,HC03_VC181_1,HC03_VC180_1,HC03_VC179_1
203,mid,HC03_VC195_4,HC03_VC194_3,HC03_VC193_1,HC03_VC192_3,HC03_VC191_1,HC03_VC190_4,HC03_VC189_1,HC03_VC188_3,HC03_VC187_3,HC03_VC186_3,HC03_VC185_4,HC03_VC181_2,HC03_VC180_3,HC03_VC179_3
204,mid,HC03_VC195_1,HC03_VC194_1,HC03_VC193_1,HC03_VC192_2,HC03_VC191_3,HC03_VC190_2,HC03_VC189_1,HC03_VC188_1,HC03_VC187_1,HC03_VC186_4,HC03_VC185_1,HC03_VC181_1,HC03_VC180_1,HC03_VC179_1
205,mid,HC03_VC195_4,HC03_VC194_4,HC03_VC193_1,HC03_VC192_4,HC03_VC191_4,HC03_VC190_4,HC03_VC189_3,HC03_VC188_2,HC03_VC187_3,HC03_VC186_1,HC03_VC185_4,HC03_VC181_2,HC03_VC180_3,HC03_VC179_3
206,mid,HC03_VC195_3,HC03_VC194_1,HC03_VC193_2,HC03_VC192_2,HC03_VC191_3,HC03_VC190_1,HC03_VC189_2,HC03_VC188_1,HC03_VC187_2,HC03_VC186_3,HC03_VC185_1,HC03_VC181_2,HC03_VC180_2,HC03_VC179_3
207,mid,HC03_VC195_4,HC03_VC194_4,HC03_VC193_3,HC03_VC192_4,HC03_VC191_3,HC03_VC190_3,HC03_VC189_2,HC03_VC188_3,HC03_VC187_3,HC03_VC186_1,HC03_VC185_3,HC03_VC181_2,HC03_VC180_3,HC03_VC179_2
208,mid,HC03_VC195_1,HC03_VC194_1,HC03_VC193_2,HC03_VC192_2,HC03_VC191_4,HC03_VC190_2,HC03_VC189_2,HC03_VC188_2,HC03_VC187_1,HC03_VC186_4,HC03_VC185_1,HC03_VC181_1,HC03_VC180_1,HC03_VC179_1
209,mid,HC03_VC195_4,HC03_VC194_3,HC03_VC193_3,HC03_VC192_2,HC03_VC191_4,HC03_VC190_1,HC03_VC189_3,HC03_VC188_2,HC03_VC187_3,HC03_VC186_1,HC03_VC185_4,HC03_VC181_2,HC03_VC180_3,HC03_VC179_1
210,mid,HC03_VC195_4,HC03_VC194_4,HC03_VC193_4,HC03_VC192_4,HC03_VC191_3,HC03_VC190_4,HC03_VC189_3,HC03_VC188_3,HC03_VC187_3,HC03_VC186_1,HC03_VC185_4,HC03_VC181_2,HC03_VC180_3,HC03_VC179_3
211,mid,HC03_VC195_4,HC03_VC194_3,HC03_VC193_1,HC03_VC192_2,HC03_VC191_3,HC03_VC190_1,HC03_VC189_2,HC03_VC188_3,HC03_VC187_2,HC03_VC186_1,HC03_VC185_3,HC03_VC181_2,HC03_VC180_3,HC03_VC179_1
212,mid,HC03_VC195_2,HC03_VC194_2,HC03_VC193_3,HC03_VC192_3,HC03_VC191_1,HC03_VC190_2,HC03_VC189_1,HC03_VC188_2,HC03_VC187_3,HC03_VC186_2,HC03_VC185_3,HC03_VC181_2,HC03_VC180_3,HC03_VC179_3
213,mid,HC03_VC195_3,HC03_VC194_2,HC03_VC193_4,HC03_VC192_3,HC03_VC191_1,HC03_VC190_1,HC03_VC189_3,HC03_VC188_1,HC03_VC187_2,HC03_VC186_4,HC03_VC185_2,HC03_VC181_1,HC03_VC180_1,HC03_VC179_3
214,mid,HC03_VC195_1,HC03_VC194_1,HC03_VC193_1,HC03_VC192_1,HC03_VC191_1,HC03_VC190_1,HC03_VC189_1,HC03_VC188_1,HC03_VC187_2,HC03_VC186_4,HC03_VC185_1,HC03_VC181_2,HC03_VC180_2,HC03_VC179_2
215,mid,HC03_VC195_1,HC03_VC194_1,HC03_VC193_1,HC03_VC192_1,HC03_VC191_2,HC03_VC190_1,HC03_VC189_1,HC03_VC188_1,HC03_VC187_1,HC03_VC186_4,HC03_VC185_1,HC03_VC181_1,HC03_VC180_1,HC03_VC179_2
216,mid,HC03_VC195_1,HC03_VC194_3,HC03_VC193_1,HC03_VC192_1,HC03_VC191_2,HC03_VC190_3,HC03_VC189_1,HC03_VC188_1,HC03_VC187_1,HC03_VC186_4,HC03_VC185_1,HC03_VC181_1,HC03_VC180_1,HC03_VC179_1
217,mid,HC03_VC195_3,HC03_VC194_2,HC03_VC193_2,HC03_VC192_2,HC03_VC191_3,HC03_VC190_2,HC03_VC189_2,HC03_VC188_2,HC03_VC187_2,HC03_VC186_1,HC03_VC185_1,HC03_VC181_2,HC03_VC180_3,HC03_VC179_2
218,mid,HC03_VC195_4,HC03_VC194_4,HC03_VC193_4,HC03_VC192_4,HC03_VC191_1,HC03_VC190_2,HC03_VC189_3,HC03_VC188_3,HC03_VC187_1,HC03_VC186_1,HC03_VC185_4,HC03_VC181_1,HC03_VC180_1,HC03_VC179_1
219,mid,HC03_VC195_3,HC03_VC194_1,HC03_VC193_1,HC03_VC192_1,HC03_VC191_3,HC03_VC190_1,HC03_VC189_2,HC03_VC188_1,HC03_VC187_3,HC03_VC186_4,HC03_VC185_1,HC03_VC181_2,HC03_VC180_3,HC03_VC179_1
220,mid,HC03_VC195_4,HC03_VC194_4,HC03_VC193_4,HC03_VC192_4,HC03_VC191_3,HC03_VC190_4,HC03_VC189_2,HC03_VC188_1,HC03_VC187_3,HC03_VC186_1,HC03_VC185_4,HC03_VC181_2,HC03_VC180_2,HC03_VC179_3
221,mid,HC03_VC195_4,HC03_VC194_3,HC03_VC193_2,HC03_VC192_1,HC03_VC191_2,HC03_VC190_3,HC03_VC189_3,HC03_VC188_2,HC03_VC187_1,HC03_VC186_1,HC03_VC185_2,HC03_VC181_1,HC03_VC180_1,HC03_VC179_1
222,mid,HC03_VC195_4,HC03_VC194_4,HC03_VC193_3,HC03_VC192_4,HC03_VC191_3,HC03_VC190_2,HC03_VC189_3,HC03_VC188_3,HC03_VC187_2,HC03_VC186_1,HC03_VC185_4,HC03_VC181_2,HC03_VC180_2,HC03_VC179_1
223,mid,HC03_VC195_4,HC03_VC194_4,HC03_VC193_2,HC03_VC192_4,HC03_VC191_4,HC03_VC190_4,HC03_VC189_3,HC03_VC188_1,HC03_VC187_1,HC03_VC186_4,HC03_VC185_4,HC03_VC181_2,HC03_VC180_1,HC03_VC179_2
224,mid,HC03_VC195_2,HC03_VC194_3,HC03_VC193_4,HC03_VC192_4,HC03_VC191_4,HC03_VC190_2,HC03_VC189_2,HC03_VC188_2,HC03_VC187_2,HC03_VC186_3,HC03_VC185_2,HC03_VC181_2,HC03_VC180_3,HC03_VC179_2
225,mid,HC03_VC195_1,HC03_VC194_1,HC03_VC193_1,HC03_VC192_3,HC03_VC191_4,HC03_VC190_1,HC03_VC189_2,HC03_VC188_2,HC03_VC187_2,HC03_VC186_3,HC03_VC185_2,HC03_VC181_2,HC03_VC180_2,HC03_VC179_2
226,mid,HC03_VC195_4,HC03_VC194_4,HC03_VC193_4,HC03_VC192_4,HC03_VC191_4,HC03_VC190_4,HC03_VC189_3,HC03_VC188_3,HC03_VC187_3,HC03_VC186_1,HC03_VC185_4,HC03_VC181_2,HC03_VC180_3,HC03_VC179_3
227,mid,HC03_VC195_4,HC03_VC194_1,HC03_VC193_3,HC03_VC192_1,HC03_VC191_3,HC03_VC190_1,HC03_VC189_3,HC03_VC188_2,HC03_VC187_3,HC03_VC186_2,HC03_VC185_2,HC03_VC181_2,HC03_VC180_3,HC03_VC179_3
228,mid,HC03_VC195_3,HC03_VC194_3,HC03_VC193_2,HC03_VC192_1,HC03_VC191_1,HC03_VC190_2,HC03_VC189_2,HC03_VC188_2,HC03_VC187_3,HC03_VC186_1,HC03_VC185_3,HC03_VC181_2,HC03_VC180_2,HC03_VC179_2
229,mid,HC03_VC195_3,HC03_VC194_1,HC03_VC193_2,HC03_VC192_3,HC03_VC191_4,HC03_VC190_1,HC03_VC189_2,HC03_VC188_2,HC03_VC187_2,HC03_VC186_3,HC03_VC185_2,HC03_VC181_2,HC03_VC180_2,HC03_VC179_2
230,mid,HC03_VC195_1,HC03_VC194_3,HC03_VC193_1,HC03_VC192_2,HC03_VC191_1,HC03_VC190_3,HC03_VC189_1,HC03_VC188_1,HC03_VC187_1,HC03_VC186_2,HC03_VC185_2,HC03_VC181_2,HC03_VC180_1,HC03_VC179_2
231,mid,HC03_VC195_1,HC03_VC194_1,HC03_VC193_3,HC03_VC192_3,HC03_VC191_4,HC03_VC190_1,HC03_VC189_1,HC03_VC188_2,HC03_VC187_3,HC03_VC186_3,HC03_VC185_2,HC03_VC181_2,HC03_VC180_2,HC03_VC179_2
232,mid,HC03_VC195_2,HC03_VC194_3,HC03_VC193_3,HC03_VC192_3,HC03_VC191_1,HC03_VC190_1,HC03_VC189_1,HC03_VC188_2,HC03_VC187_2,HC03_VC186_1,HC03_VC185_2,HC03_VC181_1,HC03_VC180_2,HC03_VC179_1
233,mid,HC03_VC195_3,HC03_VC194_1,HC03_VC193_1,HC03_VC192_1,HC03_VC191_2,HC03_VC190_1,HC03_VC189_2,HC03_VC188_1,HC03_VC187_1,HC03_VC186_4,HC03_VC185_2,HC03_VC181_2,HC03_VC180_2,HC03_VC179_3
234,mid,HC03_VC195_2,HC03_VC194_1,HC03_VC193_1,HC03_VC192_1,HC03_VC191_1,HC03_VC190_1,HC03_VC189_2,HC03_VC188_1,HC03_VC187_2,HC03_VC186_3,HC03_VC185_2,HC03_VC181_2,HC03_VC180_2,HC03_VC179_2
235,mid,HC03_VC195_1,HC03_VC194_1,HC03_VC193_1,HC03_VC192_1,HC03_VC191_1,HC03_VC190_1,HC03_VC189_2,HC03_VC188_1,HC03_VC187_2,HC03_VC186_3,HC03_VC185_2,HC03_VC181_2,HC03_VC180_2,HC03_VC179_1
236,mid,HC03_VC195_2,HC03_VC194_1,HC03_VC193_1,HC03_VC192_1,HC03_VC191_4,HC03_VC190_1,HC03_VC189_2,HC03_VC188_2,HC03_VC187_2,HC03_VC186_4,HC03_VC185_1,HC03_VC181_2,HC03_VC180_1,HC03_VC179_2
237,mid,HC03_VC195_4,HC03_VC194_4,HC03_VC193_4,HC03_VC192_4,HC03_VC191_2,HC03_VC190_3,HC03_VC189_3,HC03_VC188_3,HC03_VC187_3,HC03_VC186_1,HC03_VC185_4,HC03_VC181_2,HC03_VC180_1,HC03_VC179_3
238,mid,HC03_VC195_3,HC03_VC194_3,HC03_VC193_1,HC03_VC192_3,HC03_VC191_1,HC03_VC190_3,HC03_VC189_2,HC03_VC188_1,HC03_VC187_2,HC03_VC186_2,HC03_VC185_4,HC03_VC181_2,HC03_VC180_1,HC03_VC179_1
239,mid,HC03_VC195_4,HC03_VC194_4,HC03_VC193_1,HC03_VC192_4,HC03_VC191_4,HC03_VC190_1,HC03_VC189_2,HC03_VC188_3,HC03_VC187_3,HC03_VC186_1,HC03_VC185_4,HC03_VC181_2,HC03_VC180_2,HC03_VC179_2
240,mid,HC03_VC195_1,HC03_VC194_2,HC03_VC193_1,HC03_VC192_1,HC03_VC191_1,HC03_VC190_1,HC03_VC189_1,HC03_VC188_2,HC03_VC187_1,HC03_VC186_3,HC03_VC185_1,HC03_VC181_1,HC03_VC180_1,HC03_VC179_1
241,mid,HC03_VC195_4,HC03_VC194_4,HC03_VC193_3,HC03_VC192_4,HC03_VC191_4,HC03_VC190_4,HC03_VC189_2,HC03_VC188_2,HC03_VC187_3,HC03_VC186_1,HC03_VC185_3,HC03_VC181_2,HC03_VC180_3,HC03_VC179_2
242,mid,HC03_VC195_2,HC03_VC194_1,HC03_VC193_1,HC03_VC192_1,HC03_VC191_1,HC03_VC190_1,HC03_VC189_1,HC03_VC188_2,HC03_VC187_1,HC03_VC186_4,HC03_VC185_3,HC03_VC181_2,HC03_VC180_3,HC03_VC179_2
243,mid,HC03_VC195_1,HC03_VC194_1,HC03_VC193_1,HC03_VC192_2,HC03_VC191_4,HC03_VC190_1,HC03_VC189_1,HC03_VC188_1,HC03_VC187_3,HC03_VC186_4,HC03_VC185_1,HC03_VC181_2,HC03_VC180_2,HC03_VC179_2
244,mid,HC03_VC195_1,HC03_VC194_1,HC03_VC193_1,HC03_VC192_1,HC03_VC191_4,HC03_VC190_2,HC03_VC189_1,HC03_VC188_1,HC03_VC187_1,HC03_VC186_4,HC03_VC185_1,HC03_VC181_1,HC03_VC180_1,HC03_VC179_1
245,mid,HC03_VC195_3,HC03_VC194_1,HC03_VC193_1,HC03_VC192_2,HC03_VC191_2,HC03_VC190_1,HC03_VC189_2,HC03_VC188_2,HC03_VC187_2,HC03_VC186_4,HC03_VC185_2,HC03_VC181_1,HC03_VC180_2,HC03_VC179_2
246,mid,HC03_VC195_1,HC03_VC194_2,HC03_VC193_4,HC03_VC192_2,HC03_VC191_4,HC03_VC190_4,HC03_VC189_3,HC03_VC188_3,HC03_VC187_3,HC03_VC186_1,HC03_VC185_4,HC03_VC181_2,HC03_VC180_3,HC03_VC179_3
247,mid,HC03_VC195_2,HC03_VC194_3,HC03_VC193_1,HC03_VC192_2,HC03_VC191_2,HC03_VC190_2,HC03_VC189_1,HC03_VC188_2,HC03_VC187_1,HC03_VC186_3,HC03_VC185_1,HC03_VC181_1,HC03_VC180_1,HC03_VC179_1
248,mid,HC03_VC195_3,HC03_VC194_1,HC03_VC193_1,HC03_VC192_1,HC03_VC191_4,HC03_VC190_2,HC03_VC189_2,HC03_VC188_1,HC03_VC187_2,HC03_VC186_3,HC03_VC185_2,HC03_VC181_1,HC03_VC180_2,HC03_VC179_1
249,mid,HC03_VC195_1,HC03_VC194_2,HC03_VC193_1,HC03_VC192_3,HC03_VC191_2,HC03_VC190_1,HC03_VC189_3,HC03_VC188_3,HC03_VC187_3,HC03_VC186_3,HC03_VC185_3,HC03_VC181_2,HC03_VC180_2,HC03_VC179_2
250,mid,HC03_VC195_4,HC03_VC194_1,HC03_VC193_1,HC03_VC192_4,HC03_VC191_4,HC03_VC190_3,HC03_VC189_3,HC03_VC188_1,HC03_VC187_3,HC03_VC186_3,HC03_VC185_4,HC03_VC181_2,HC03_VC180_3,HC03_VC179_2
251,mid,HC03_VC195_2,HC03_VC194_2,HC03_VC193_1,HC03_VC192_3,HC03_VC191_4,HC03_VC190_2,HC03_VC189_1,HC03_VC188_1,HC03_VC187_3,HC03_VC186_4,HC03_VC185_4,HC03_VC181_1,HC03_VC180_1,HC03_VC179_1
252,mid,HC03_VC195_1,HC03_VC194_3,HC03_VC193_3,HC03_VC192_2,HC03_VC191_1,HC03_VC190_3,HC03_VC189_3,HC03_VC188_2,HC03_VC187_2,HC03_VC186_1,HC03_VC185_2,HC03_VC181_2,HC03_VC180_3,HC03_VC179_1
253,mid,HC03_VC195_4,HC03_VC194_4,HC03_VC193_4,HC03_VC192_4,HC03_VC191_4,HC03_VC190_4,HC03_VC189_3,HC03_VC188_3,HC03_VC187_1,HC03_VC186_3,HC03_VC185_4,HC03_VC181_2,HC03_VC180_1,HC03_VC179_3
254,mid,HC03_VC195_3,HC03_VC194_2,HC03_VC193_1,HC03_VC192_1,HC03_VC191_1,HC03_VC190_2,HC03_VC189_3,HC03_VC188_2,HC03_VC187_2,HC03_VC186_2,HC03_VC185_3,HC03_VC181_2,HC03_VC180_3,HC03_VC179_1
